"SEDE_CODIGO","PERIODO_ID","PERIODO_ANIO","JORNADA_ID","JORNADA_CODIGO","JORNADA_NOMBRE","NIVELENSE_ID","NIVELENSE_CODIGO","NIVELENSE_NOMBRE","JORNCAP_CANTIDAD_HOMBRE","JORNCAP_CANTIDAD_MUJER"
"285001003580",2,2015,3,3,"Tarde",2,"02","Básica primaria",1,0
"123570000530",2,2015,3,3,"Tarde",2,"02","Básica primaria",1,0
"286001003543",2,2015,2,2,"Mañana",4,"04","Media",2,0
"117541001748",2,2015,1,1,"Completa",3,"03","Básica secundaria",1,0
"168755000181",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,0
"217013000441",2,2015,1,1,"Completa",2,"02","Básica primaria",1,0
"308001076510",2,2015,1,1,"Completa",2,"02","Básica primaria",1,0
"117042000561",2,2015,2,2,"Mañana",3,"03","Básica secundaria",0,1
"105615000627",2,2015,2,2,"Mañana",4,"04","Media",1,0
"166001000646",2,2015,2,2,"Mañana",3,"03","Básica secundaria",4,9
"363001002037",2,2015,2,2,"Mañana",2,"02","Básica primaria",3,0
"176001001001",2,2015,2,2,"Mañana",2,"02","Básica primaria",2,0
"141001004061",2,2015,2,2,"Mañana",3,"03","Básica secundaria",15,13
"317001005239",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,0
"311001087989",2,2015,1,1,"Completa",3,"03","Básica secundaria",3,0
"225772000067",2,2015,2,2,"Mañana",4,"04","Media",2,0
"176147001241",2,2015,2,2,"Mañana",3,"03","Básica secundaria",0,37
"176147001241",2,2015,2,2,"Mañana",4,"04","Media",0,11
"111001012149",2,2015,3,3,"Tarde",2,"02","Básica primaria",3,1
"305001014701",2,2015,1,1,"Completa",3,"03","Básica secundaria",1,1
"308001009596",2,2015,2,2,"Mañana",1,"01","Preescolar",1,0
"308001009596",2,2015,2,2,"Mañana",3,"03","Básica secundaria",10,7
"308001009596",2,2015,2,2,"Mañana",4,"04","Media",2,3
"219110001632",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,1
"219743000147",2,2015,1,1,"Completa",3,"03","Básica secundaria",1,0
"219137000735",2,2015,2,2,"Mañana",2,"02","Básica primaria",3,2
"105001019879",2,2015,3,3,"Tarde",3,"03","Básica secundaria",0,1
"108001009783",2,2015,2,2,"Mañana",2,"02","Básica primaria",5,6
"111848000112",2,2015,2,2,"Mañana",2,"02","Básica primaria",0,1
"225168000041",2,2015,2,2,"Mañana",2,"02","Básica primaria",0,1
"117380000118",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,0
"105001000850",2,2015,3,3,"Tarde",2,"02","Básica primaria",1,0
"105001014851",2,2015,3,3,"Tarde",2,"02","Básica primaria",1,0
"105001002101",2,2015,3,3,"Tarde",3,"03","Básica secundaria",0,1
"305380000046",2,2015,1,1,"Completa",2,"02","Básica primaria",1,0
"168081000369",2,2015,3,3,"Tarde",2,"02","Básica primaria",1,0
"205308000100",2,2015,2,2,"Mañana",2,"02","Básica primaria",0,1
"219517001084",2,2015,1,1,"Completa",2,"02","Básica primaria",3,2
"215798000051",2,2015,1,1,"Completa",2,"02","Básica primaria",0,1
"354001000477",2,2015,2,2,"Mañana",3,"03","Básica secundaria",0,1
"368081002671",2,2015,2,2,"Mañana",1,"01","Preescolar",1,0
"176001001290",2,2015,2,2,"Mañana",2,"02","Básica primaria",0,1
"447980042451",2,2015,2,2,"Mañana",2,"02","Básica primaria",2,3
"305615001312",2,2015,1,1,"Completa",2,"02","Básica primaria",1,0
"305615001312",2,2015,1,1,"Completa",4,"04","Media",0,1
"119455000111",2,2015,2,2,"Mañana",4,"04","Media",1,0
"273616000957",2,2015,2,2,"Mañana",2,"02","Básica primaria",3,2
"105001000141",2,2015,3,3,"Tarde",2,"02","Básica primaria",0,1
"215516000429",2,2015,2,2,"Mañana",2,"02","Básica primaria",0,1
"105360001357",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,0
"205895001709",2,2015,2,2,"Mañana",2,"02","Básica primaria",3,3
"170523000040",2,2015,2,2,"Mañana",1,"01","Preescolar",5,3
"170523000040",2,2015,2,2,"Mañana",2,"02","Básica primaria",25,45
"170523000040",2,2015,2,2,"Mañana",3,"03","Básica secundaria",10,20
"247189001504",2,2015,2,2,"Mañana",2,"02","Básica primaria",4,3
"215861000245",2,2015,1,1,"Completa",2,"02","Básica primaria",1,0
"176001005813",2,2015,3,3,"Tarde",3,"03","Básica secundaria",1,0
"347189002459",2,2015,2,2,"Mañana",1,"01","Preescolar",18,16
"347189002459",2,2015,2,2,"Mañana",2,"02","Básica primaria",29,53
"215238000731",2,2015,1,1,"Completa",3,"03","Básica secundaria",1,0
"276306000336",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,1
"205129000491",2,2015,2,2,"Mañana",2,"02","Básica primaria",0,2
"205129000491",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,4
"105266000282",2,2015,1,1,"Completa",3,"03","Básica secundaria",0,1
"247268002052",2,2015,2,2,"Mañana",3,"03","Básica secundaria",2,2
"141791000214",2,2015,1,1,"Completa",3,"03","Básica secundaria",3,1
"318001003275",2,2015,3,3,"Tarde",2,"02","Básica primaria",0,1
"108558000088",2,2015,3,3,"Tarde",4,"04","Media",0,2
"150711000374",2,2015,2,2,"Mañana",3,"03","Básica secundaria",0,2
"225843000063",2,2015,2,2,"Mañana",4,"04","Media",1,0
"111001030821",2,2015,3,3,"Tarde",3,"03","Básica secundaria",1,0
"311001105081",2,2015,1,1,"Completa",1,"01","Preescolar",1,0
"176001004108",2,2015,3,3,"Tarde",2,"02","Básica primaria",1,0
"108001000484",2,2015,2,2,"Mañana",3,"03","Básica secundaria",2,0
"108001000484",2,2015,3,3,"Tarde",2,"02","Básica primaria",1,1
"166170001741",2,2015,2,2,"Mañana",2,"02","Básica primaria",0,1
"315238001821",2,2015,1,1,"Completa",2,"02","Básica primaria",1,0
"147053000488",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,0
"147053000488",2,2015,2,2,"Mañana",4,"04","Media",1,0
"423466003865",2,2015,3,3,"Tarde",3,"03","Básica secundaria",2,0
"305001022631",2,2015,2,2,"Mañana",2,"02","Básica primaria",2,2
"305001022631",2,2015,2,2,"Mañana",3,"03","Básica secundaria",0,1
"323660002565",2,2015,2,2,"Mañana",2,"02","Básica primaria",0,1
"166001000891",2,2015,2,2,"Mañana",3,"03","Básica secundaria",3,3
"166001000875",2,2015,2,2,"Mañana",2,"02","Básica primaria",30,27
"166001000875",2,2015,3,3,"Tarde",3,"03","Básica secundaria",55,53
"166001000875",2,2015,3,3,"Tarde",4,"04","Media",25,38
"183001002217",2,2015,3,3,"Tarde",3,"03","Básica secundaria",1,1
"163212000091",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,0
"181794000624",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,0
"223686000191",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,1
"105172001463",2,2015,3,3,"Tarde",2,"02","Básica primaria",1,1
"166001002924",2,2015,3,3,"Tarde",2,"02","Básica primaria",1,0
"168001003591",2,2015,3,3,"Tarde",3,"03","Básica secundaria",0,1
"117001001919",2,2015,1,1,"Completa",4,"04","Media",1,0
"325772000282",2,2015,1,1,"Completa",2,"02","Básica primaria",1,0
"325772000282",2,2015,1,1,"Completa",3,"03","Básica secundaria",2,2
"325772000282",2,2015,1,1,"Completa",4,"04","Media",2,2
"219142000379",2,2015,1,1,"Completa",1,"01","Preescolar",6,1
"219142000379",2,2015,1,1,"Completa",2,"02","Básica primaria",30,18
"219110001527",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,0
"266088000528",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,0
"170215001108",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,0
"368081003154",2,2015,2,2,"Mañana",2,"02","Básica primaria",2,3
"223570001034",2,2015,2,2,"Mañana",1,"01","Preescolar",4,4
"223570001034",2,2015,2,2,"Mañana",2,"02","Básica primaria",15,14
"168276001891",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,0
"385410000902",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,0
"125758000084",2,2015,2,2,"Mañana",4,"04","Media",0,1
"105360000491",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,0
"225841000155",2,2015,2,2,"Mañana",4,"04","Media",0,1
"373001006402",2,2015,1,1,"Completa",2,"02","Básica primaria",1,1
"125290002234",2,2015,2,2,"Mañana",2,"02","Básica primaria",0,1
"252019000051",2,2015,2,2,"Mañana",1,"01","Preescolar",1,0
"125518000478",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,0
"111001098868",2,2015,3,3,"Tarde",2,"02","Básica primaria",0,1
"376001001116",2,2015,1,1,"Completa",2,"02","Básica primaria",3,0
"376001001116",2,2015,1,1,"Completa",3,"03","Básica secundaria",5,0
"376001001116",2,2015,1,1,"Completa",4,"04","Media",5,2
"205790000251",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,0
"125754000250",2,2015,3,3,"Tarde",2,"02","Básica primaria",0,1
"376001043722",2,2015,1,1,"Completa",1,"01","Preescolar",1,0
"319001005002",2,2015,2,2,"Mañana",3,"03","Básica secundaria",0,1
"311001092923",2,2015,1,1,"Completa",3,"03","Básica secundaria",1,0
"318001003743",2,2015,5,5,"Fin de Semana",5,"05","CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)",2,2
"176001003896",2,2015,2,2,"Mañana",2,"02","Básica primaria",2,0
"311102001155",2,2015,1,1,"Completa",2,"02","Básica primaria",1,0
"166001000930",2,2015,2,2,"Mañana",2,"02","Básica primaria",0,1
"247189000893",2,2015,2,2,"Mañana",1,"01","Preescolar",3,6
"247189000893",2,2015,2,2,"Mañana",2,"02","Básica primaria",9,8
"176147001933",2,2015,2,2,"Mañana",4,"04","Media",1,2
"176001003039",2,2015,3,3,"Tarde",2,"02","Básica primaria",1,0
"176147000236",2,2015,3,3,"Tarde",3,"03","Básica secundaria",0,1
"105001005878",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,0
"368001007936",2,2015,2,2,"Mañana",2,"02","Básica primaria",0,1
"170820000148",2,2015,3,3,"Tarde",3,"03","Básica secundaria",3,3
"141132000070",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,5
"141132000070",2,2015,2,2,"Mañana",4,"04","Media",0,1
"268820000229",2,2015,1,1,"Completa",2,"02","Básica primaria",1,0
"413433000610",2,2015,2,2,"Mañana",1,"01","Preescolar",0,1
"325286000858",2,2015,1,1,"Completa",3,"03","Básica secundaria",1,1
"325286000858",2,2015,1,1,"Completa",4,"04","Media",0,1
"252001003410",2,2015,2,2,"Mañana",2,"02","Básica primaria",2,2
"105631000491",2,2015,2,2,"Mañana",2,"02","Básica primaria",2,0
"166001006059",2,2015,2,2,"Mañana",1,"01","Preescolar",0,1
"166001006059",2,2015,2,2,"Mañana",2,"02","Básica primaria",31,34
"166001006059",2,2015,2,2,"Mañana",4,"04","Media",0,1
"166001006059",2,2015,2,2,"Mañana",6,"06","Otros modelos educativos para jóvenes y adultos",0,1
"176001009011",2,2015,2,2,"Mañana",2,"02","Básica primaria",0,1
"313001013635",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,0
"354001004413",2,2015,2,2,"Mañana",3,"03","Básica secundaria",0,1
"341006001931",2,2015,5,5,"Fin de Semana",5,"05","CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)",2,0
"119001002845",2,2015,3,3,"Tarde",3,"03","Básica secundaria",2,1
"119001002845",2,2015,3,3,"Tarde",4,"04","Media",1,0
"208560000243",2,2015,3,3,"Tarde",2,"02","Básica primaria",0,1
"311769002290",2,2015,1,1,"Completa",2,"02","Básica primaria",4,0
"376001016369",2,2015,2,2,"Mañana",2,"02","Básica primaria",2,3
"152835003561",2,2015,3,3,"Tarde",3,"03","Básica secundaria",0,1
"244001000833",2,2015,2,2,"Mañana",2,"02","Básica primaria",0,2
"323001009447",2,2015,2,2,"Mañana",1,"01","Preescolar",1,2
"308758004117",2,2015,3,3,"Tarde",3,"03","Básica secundaria",0,2
"252687000900",2,2015,2,2,"Mañana",4,"04","Media",2,0
"319001004545",2,2015,2,2,"Mañana",1,"01","Preescolar",2,1
"108433000035",2,2015,2,2,"Mañana",3,"03","Básica secundaria",0,1
"376364002343",2,2015,2,2,"Mañana",1,"01","Preescolar",1,0
"341551003436",2,2015,1,1,"Completa",2,"02","Básica primaria",0,1
"305360002166",2,2015,2,2,"Mañana",5,"05","CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)",1,5
"313836000526",2,2015,2,2,"Mañana",2,"02","Básica primaria",3,4
"386001003939",2,2015,4,4,"Nocturna",5,"05","CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)",2,1
"252019000124",2,2015,2,2,"Mañana",2,"02","Básica primaria",0,1
"166170000027",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,0
"168001003591",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,0
"168001003591",2,2015,2,2,"Mañana",4,"04","Media",0,1
"105001000566",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,0
"219824000397",2,2015,2,2,"Mañana",1,"01","Preescolar",1,1
"166001001898",2,2015,3,3,"Tarde",2,"02","Básica primaria",28,19
"405631017193",2,2015,1,1,"Completa",1,"01","Preescolar",12,11
"105674000053",2,2015,1,1,"Completa",2,"02","Básica primaria",1,0
"308001078971",2,2015,1,1,"Completa",1,"01","Preescolar",1,1
"254874000363",2,2015,3,3,"Tarde",3,"03","Básica secundaria",1,0
"323001009404",2,2015,1,1,"Completa",2,"02","Básica primaria",0,2
"225151000497",2,2015,1,1,"Completa",2,"02","Básica primaria",1,0
"144847003865",2,2015,1,1,"Completa",2,"02","Básica primaria",0,1
"144847003865",2,2015,1,1,"Completa",3,"03","Básica secundaria",2,0
"323001009404",2,2015,1,1,"Completa",1,"01","Preescolar",0,1
"125649000171",2,2015,2,2,"Mañana",2,"02","Básica primaria",0,1
"368276002632",2,2015,2,2,"Mañana",2,"02","Básica primaria",2,3
"368276002632",2,2015,3,3,"Tarde",1,"01","Preescolar",4,6
"323807005565",2,2015,5,5,"Fin de Semana",5,"05","CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)",89,67
"247555002632",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,0
"425290002444",2,2015,1,1,"Completa",2,"02","Básica primaria",1,1
"376111002673",2,2015,1,1,"Completa",3,"03","Básica secundaria",1,0
"447189004499",2,2015,2,2,"Mañana",2,"02","Básica primaria",9,13
"227099000630",2,2015,5,5,"Fin de Semana",6,"06","Otros modelos educativos para jóvenes y adultos",5,5
"311001110468",2,2015,1,1,"Completa",1,"01","Preescolar",3,2
"311001110468",2,2015,1,1,"Completa",2,"02","Básica primaria",2,2
"220770000050",2,2015,2,2,"Mañana",2,"02","Básica primaria",2,0
"220770000050",2,2015,2,2,"Mañana",3,"03","Básica secundaria",3,3
"220770000050",2,2015,2,2,"Mañana",4,"04","Media",9,2
"368001007201",2,2015,2,2,"Mañana",2,"02","Básica primaria",2,0
"268001004363",2,2015,3,3,"Tarde",2,"02","Básica primaria",0,1
"105360000318",2,2015,1,1,"Completa",3,"03","Básica secundaria",2,0
"125290002246",2,2015,2,2,"Mañana",2,"02","Básica primaria",0,1
"366001004047",2,2015,3,3,"Tarde",1,"01","Preescolar",0,1
"115572000321",2,2015,2,2,"Mañana",2,"02","Básica primaria",0,1
"373168003740",2,2015,2,2,"Mañana",1,"01","Preescolar",7,13
"268406000322",2,2015,2,2,"Mañana",2,"02","Básica primaria",0,1
"219824000061",2,2015,2,2,"Mañana",3,"03","Básica secundaria",0,1
"166001001898",2,2015,2,2,"Mañana",3,"03","Básica secundaria",42,12
"166001001898",2,2015,2,2,"Mañana",4,"04","Media",13,3
"344430001303",2,2015,1,1,"Completa",3,"03","Básica secundaria",6,0
"315001003241",2,2015,1,1,"Completa",1,"01","Preescolar",0,1
"315001003241",2,2015,1,1,"Completa",3,"03","Básica secundaria",2,1
"315001003241",2,2015,1,1,"Completa",4,"04","Media",2,1
"163001001961",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,0
"152427000324",2,2015,2,2,"Mañana",2,"02","Básica primaria",2,2
"152356000191",2,2015,2,2,"Mañana",2,"02","Básica primaria",2,4
"152356000191",2,2015,2,2,"Mañana",3,"03","Básica secundaria",3,4
"152356000191",2,2015,2,2,"Mañana",4,"04","Media",2,3
"325178000302",2,2015,2,2,"Mañana",1,"01","Preescolar",4,5
"325178000302",2,2015,2,2,"Mañana",2,"02","Básica primaria",24,16
"176109000800",2,2015,5,5,"Fin de Semana",5,"05","CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)",3,5
"370001000014",2,2015,2,2,"Mañana",2,"02","Básica primaria",0,1
"176109000800",2,2015,2,2,"Mañana",1,"01","Preescolar",2,2
"176109000800",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,3
"176041000431",2,2015,3,3,"Tarde",2,"02","Básica primaria",0,1
"105360002141",2,2015,3,3,"Tarde",2,"02","Básica primaria",1,0
"208560000243",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,1
"308433000344",2,2015,3,3,"Tarde",3,"03","Básica secundaria",2,3
"297001002212",2,2015,2,2,"Mañana",1,"01","Preescolar",0,1
"297001002212",2,2015,2,2,"Mañana",2,"02","Básica primaria",3,2
"297001002212",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,1
"297001002212",2,2015,2,2,"Mañana",4,"04","Media",1,1
"227250060208",2,2015,5,5,"Fin de Semana",6,"06","Otros modelos educativos para jóvenes y adultos",2,0
"368077000434",2,2015,1,1,"Completa",2,"02","Básica primaria",0,1
"168276000142",2,2015,3,3,"Tarde",2,"02","Básica primaria",0,1
"313001012868",2,2015,2,2,"Mañana",4,"04","Media",1,0
"105266000681",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,0
"111001010251",2,2015,3,3,"Tarde",3,"03","Básica secundaria",1,1
"219824000516",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,0
"170820000199",2,2015,3,3,"Tarde",1,"01","Preescolar",1,1
"283410001006",2,2015,2,2,"Mañana",2,"02","Básica primaria",2,2
"252256000180",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,0
"163001000981",2,2015,2,2,"Mañana",3,"03","Básica secundaria",2,0
"383753001740",2,2015,2,2,"Mañana",1,"01","Preescolar",1,0
"252256000180",2,2015,2,2,"Mañana",4,"04","Media",1,0
"170820000199",2,2015,3,3,"Tarde",2,"02","Básica primaria",3,3
"166001001898",2,2015,4,4,"Nocturna",5,"05","CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)",1,0
"117877000103",2,2015,2,2,"Mañana",4,"04","Media",1,0
"125377000215",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,0
"219142000077",2,2015,2,2,"Mañana",1,"01","Preescolar",3,0
"219142000077",2,2015,2,2,"Mañana",2,"02","Básica primaria",6,4
"219142000077",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,4
"219142000077",2,2015,2,2,"Mañana",4,"04","Media",0,1
"299524000071",2,2015,2,2,"Mañana",1,"01","Preescolar",4,1
"299524000071",2,2015,2,2,"Mañana",2,"02","Básica primaria",2,1
"150001004621",2,2015,3,3,"Tarde",2,"02","Básica primaria",1,0
"218410000682",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,0
"308638001068",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,0
"325754004521",2,2015,1,1,"Completa",3,"03","Básica secundaria",1,0
"125841000215",2,2015,2,2,"Mañana",4,"04","Media",0,1
"315494000238",2,2015,1,1,"Completa",2,"02","Básica primaria",1,1
"308758003595",2,2015,2,2,"Mañana",1,"01","Preescolar",4,0
"308758003595",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,0
"305045010690",2,2015,3,3,"Tarde",1,"01","Preescolar",1,1
"268547000245",2,2015,2,2,"Mañana",3,"03","Básica secundaria",0,1
"105308000041",2,2015,2,2,"Mañana",3,"03","Básica secundaria",4,2
"105308000041",2,2015,2,2,"Mañana",4,"04","Media",4,0
"166400000196",2,2015,2,2,"Mañana",2,"02","Básica primaria",4,0
"283860000450",2,2015,5,5,"Fin de Semana",5,"05","CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)",2,2
"305001000077",2,2015,1,1,"Completa",2,"02","Básica primaria",1,0
"305001000077",2,2015,1,1,"Completa",3,"03","Básica secundaria",1,0
"152356000212",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,0
"347001003364",2,2015,2,2,"Mañana",2,"02","Básica primaria",0,1
"308433000344",2,2015,2,2,"Mañana",2,"02","Básica primaria",2,2
"241770000456",2,2015,1,1,"Completa",2,"02","Básica primaria",0,1
"311279000043",2,2015,1,1,"Completa",4,"04","Media",1,1
"311001100233",2,2015,1,1,"Completa",2,"02","Básica primaria",0,1
"311001100233",2,2015,1,1,"Completa",4,"04","Media",0,1
"313001007686",2,2015,1,1,"Completa",1,"01","Preescolar",1,1
"152835002556",2,2015,3,3,"Tarde",2,"02","Básica primaria",1,0
"250001001295",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,0
"176041000016",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,0
"376109013722",2,2015,2,2,"Mañana",1,"01","Preescolar",5,5
"225279000279",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,0
"247555002594",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,0
"125407000215",2,2015,2,2,"Mañana",3,"03","Básica secundaria",0,1
"376001012631",2,2015,3,3,"Tarde",2,"02","Básica primaria",1,0
"347001003364",2,2015,2,2,"Mañana",1,"01","Preescolar",2,0
"347001003364",2,2015,2,2,"Mañana",3,"03","Básica secundaria",2,0
"315638000131",2,2015,1,1,"Completa",2,"02","Básica primaria",0,2
"247189002420",2,2015,2,2,"Mañana",3,"03","Básica secundaria",23,36
"247189002420",2,2015,4,4,"Nocturna",6,"06","Otros modelos educativos para jóvenes y adultos",5,8
"247189002420",2,2015,5,5,"Fin de Semana",5,"05","CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)",13,6
"276892000242",2,2015,2,2,"Mañana",3,"03","Básica secundaria",8,5
"170820000148",2,2015,2,2,"Mañana",2,"02","Básica primaria",2,2
"376001041777",2,2015,1,1,"Completa",2,"02","Básica primaria",1,0
"376001041777",2,2015,1,1,"Completa",3,"03","Básica secundaria",1,0
"166170000027",2,2015,3,3,"Tarde",2,"02","Básica primaria",1,0
"308573000026",2,2015,1,1,"Completa",1,"01","Preescolar",28,33
"308573000026",2,2015,1,1,"Completa",2,"02","Básica primaria",88,81
"308573000026",2,2015,1,1,"Completa",3,"03","Básica secundaria",91,95
"308573000026",2,2015,1,1,"Completa",4,"04","Media",62,45
"117001001340",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,0
"366001007411",2,2015,2,2,"Mañana",2,"02","Básica primaria",0,1
"976001000044",2,2015,2,2,"Mañana",2,"02","Básica primaria",0,1
"273616000094",2,2015,5,5,"Fin de Semana",5,"05","CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)",27,28
"170820000504",2,2015,2,2,"Mañana",1,"01","Preescolar",2,3
"170820000504",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,2
"170820000504",2,2015,3,3,"Tarde",1,"01","Preescolar",1,1
"170820000504",2,2015,3,3,"Tarde",2,"02","Básica primaria",1,1
"350001003543",2,2015,3,3,"Tarde",2,"02","Básica primaria",2,1
"350001003543",2,2015,3,3,"Tarde",3,"03","Básica secundaria",2,1
"313001028021",2,2015,2,2,"Mañana",2,"02","Básica primaria",10,8
"286755000192",2,2015,2,2,"Mañana",2,"02","Básica primaria",0,1
"105360001934",2,2015,3,3,"Tarde",2,"02","Básica primaria",2,0
"176001013301",2,2015,1,1,"Completa",2,"02","Básica primaria",17,41
"176001013301",2,2015,1,1,"Completa",3,"03","Básica secundaria",24,118
"176001013301",2,2015,1,1,"Completa",4,"04","Media",15,42
"176109000800",2,2015,4,4,"Nocturna",5,"05","CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)",1,0
"317174000623",2,2015,1,1,"Completa",4,"04","Media",0,1
"152356000191",2,2015,3,3,"Tarde",1,"01","Preescolar",1,0
"152356000191",2,2015,3,3,"Tarde",2,"02","Básica primaria",1,2
"152356000191",2,2015,3,3,"Tarde",3,"03","Básica secundaria",1,1
"152356000191",2,2015,3,3,"Tarde",4,"04","Media",1,3
"225377000384",2,2015,1,1,"Completa",2,"02","Básica primaria",1,0
"308758078030",2,2015,5,5,"Fin de Semana",5,"05","CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)",1,0
"405607000000",2,2015,1,1,"Completa",3,"03","Básica secundaria",2,0
"405607000000",2,2015,1,1,"Completa",4,"04","Media",1,0
"113001002081",2,2015,3,3,"Tarde",2,"02","Básica primaria",0,1
"370670007539",2,2015,2,2,"Mañana",1,"01","Preescolar",1,0
"305380019472",2,2015,1,1,"Completa",1,"01","Preescolar",5,1
"305380019472",2,2015,1,1,"Completa",4,"04","Media",2,0
"225279000058",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,0
"227006000660",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,0
"325175032432",2,2015,1,1,"Completa",3,"03","Básica secundaria",1,0
"225743000252",2,2015,2,2,"Mañana",1,"01","Preescolar",1,0
"325175032432",2,2015,1,1,"Completa",2,"02","Básica primaria",2,0
"325175032432",2,2015,1,1,"Completa",4,"04","Media",1,1
"319001004936",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,0
"319001003816",2,2015,1,1,"Completa",1,"01","Preescolar",1,0
"311769000696",2,2015,1,1,"Completa",1,"01","Preescolar",0,1
"347001007394",2,2015,2,2,"Mañana",1,"01","Preescolar",0,1
"386001003939",2,2015,5,5,"Fin de Semana",5,"05","CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)",1,1
"176147001933",2,2015,5,5,"Fin de Semana",5,"05","CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)",1,0
"108078000011",2,2015,1,1,"Completa",2,"02","Básica primaria",0,1
"170820000199",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,2
"311001020159",2,2015,1,1,"Completa",2,"02","Básica primaria",1,0
"170820000199",2,2015,2,2,"Mañana",1,"01","Preescolar",1,1
"241206000977",2,2015,1,1,"Completa",2,"02","Básica primaria",1,1
"152427000626",2,2015,2,2,"Mañana",3,"03","Básica secundaria",3,2
"254810000319",2,2015,2,2,"Mañana",1,"01","Preescolar",10,5
"254810000319",2,2015,2,2,"Mañana",2,"02","Básica primaria",19,17
"176736000076",2,2015,2,2,"Mañana",2,"02","Básica primaria",0,2
"105001000485",2,2015,2,2,"Mañana",3,"03","Básica secundaria",4,1
"105001000485",2,2015,2,2,"Mañana",4,"04","Media",2,1
"105001000485",2,2015,3,3,"Tarde",2,"02","Básica primaria",2,0
"105001000485",2,2015,3,3,"Tarde",3,"03","Básica secundaria",3,0
"108001074674",2,2015,2,2,"Mañana",1,"01","Preescolar",2,4
"108001074674",2,2015,2,2,"Mañana",3,"03","Básica secundaria",5,9
"108001074674",2,2015,2,2,"Mañana",4,"04","Media",2,3
"108001074674",2,2015,3,3,"Tarde",2,"02","Básica primaria",5,16
"108001074674",2,2015,4,4,"Nocturna",5,"05","CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)",8,6
"105615000473",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,0
"354001012025",2,2015,1,1,"Completa",2,"02","Básica primaria",1,1
"308758001525",2,2015,2,2,"Mañana",3,"03","Básica secundaria",1,0
"254720001880",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,1
"354001012025",2,2015,1,1,"Completa",3,"03","Básica secundaria",3,3
